2025-04-29 16:38:23,None,DENIED,daten/screenshots/detection_20250429_163823.jpg
2025-04-29 16:39:07,None,DENIED,daten/screenshots/detection_20250429_163907.jpg
2025-04-29 16:41:06,None,DENIED,daten/screenshots/detection_20250429_164106.jpg
2025-04-29 16:41:33,BIE,DENIED,daten/screenshots/detection_20250429_164133.jpg
2025-04-29 16:41:52,IENE,DENIED,daten/screenshots/detection_20250429_164152.jpg
2025-04-29 16:41:55,IENE7,DENIED,daten/screenshots/detection_20250429_164155.jpg
2025-04-29 16:42:01,IENE ?,DENIED,daten/screenshots/detection_20250429_164201.jpg
2025-04-29 16:42:06,BI,DENIED,daten/screenshots/detection_20250429_164206.jpg
2025-04-29 16:42:17,BIE; NE 74,DENIED,daten/screenshots/detection_20250429_164217.jpg
2025-04-29 16:42:19,BENE74,GRANTED,daten/screenshots/detection_20250429_164219.jpg
2025-04-29 16:42:23,BIENE 74,GRANTED,daten/screenshots/detection_20250429_164223.jpg
2025-04-29 16:42:31,BIE NE 74,GRANTED,daten/screenshots/detection_20250429_164231.jpg
2025-04-29 16:42:34,2-,DENIED,daten/screenshots/detection_20250429_164234.jpg
2025-04-29 17:10:15,None,DENIED,daten/screenshots/detection_20250429_171015.jpg
2025-04-29 17:10:29,BIENE74,GRANTED,daten/screenshots/detection_20250429_171029.jpg
2025-04-29 19:45:52,None,DENIED,daten/screenshots/detection_20250429_194552.jpg
2025-04-29 19:49:08,None,DENIED,daten/screenshots/detection_20250429_194908.jpg
2025-04-29 19:49:32,BIENE,DENIED,daten/screenshots/detection_20250429_194932.jpg
2025-04-29 19:49:33,BIE,GRANTED,daten/screenshots/detection_20250429_194933.jpg
2025-04-29 19:49:35,L,DENIED,daten/screenshots/detection_20250429_194935.jpg
2025-04-29 19:49:36,BIL,GRANTED,daten/screenshots/detection_20250429_194936.jpg
2025-04-29 19:49:39,,DENIED,daten/screenshots/detection_20250429_194939.jpg
2025-04-29 19:49:46,IENE74,DENIED,daten/screenshots/detection_20250429_194946.jpg
2025-04-29 19:49:48,IENEZZ,DENIED,daten/screenshots/detection_20250429_194948.jpg
2025-04-29 20:26:59,None,DENIED,daten/screenshots/detection_20250429_202659.jpg
2025-04-29 20:39:21,None,DENIED,daten/screenshots/detection_20250429_203921.jpg
2025-04-29 20:49:22,None,DENIED,daten/screenshots/detection_20250429_204922.jpg
2025-04-29 20:50:12,KDE 2018,DENIED,daten/screenshots/detection_20250429_205012.jpg
2025-04-29 20:56:39,None,DENIED,daten/screenshots/detection_20250429_205639.jpg
2025-04-29 20:59:54,KDE 2018,GRANTED,daten/screenshots/detection_20250429_205954.jpg
2025-04-29 21:09:31,WGG S 672,DENIED,daten/screenshots/detection_20250429_210931.jpg
2025-04-29 21:09:38,HGG S 672,DENIED,daten/screenshots/detection_20250429_210938.jpg
2025-04-29 21:10:54,EFU 12,DENIED,daten/screenshots/detection_20250429_211054.jpg
2025-04-29 21:11:10,KEF U 12,DENIED,daten/screenshots/detection_20250429_211110.jpg
2025-04-29 21:11:38,KEF U 1234,DENIED,daten/screenshots/detection_20250429_211138.jpg
2025-04-29 21:11:46,KEF U 1,DENIED,daten/screenshots/detection_20250429_211146.jpg
